id,name,city,region,geom,created_at,boundary,school_count,hospital_count
328,Hulimangala,Bangalore,West Hyderabad,POINT(77.6495447 12.8226963),2026-02-19 10:39:24.112969,,0,0
329,Huvinayakanahalli,Bangalore,West Hyderabad,POINT(77.6896848 13.1478821),2026-02-19 10:39:24.112969,,0,0
330,Industrial Area,Bangalore,West Hyderabad,POINT(77.5045057 13.0160478),2026-02-19 10:39:24.112969,,0,0
331,JP Nagar Phase 7,Bangalore,West Hyderabad,POINT(77.5866067 12.9096941),2026-02-19 10:39:24.112969,,0,0
332,Jayanagar,Bangalore,West Hyderabad,POINT(77.5824229 12.9292731),2026-02-19 10:39:24.112969,,0,0
334,KANNAMANGALA,Bangalore,West Hyderabad,POINT(77.7630344 13.0155506),2026-02-19 10:39:24.112969,,0,0
337,KYALASANAHALLI,Bangalore,West Hyderabad,POINT(77.6591321 13.0564575),2026-02-19 10:39:24.112969,,0,0
338,Kadubeesanahalli,Bangalore,West Hyderabad,POINT(77.7010701 12.937595),2026-02-19 10:39:24.112969,,0,0
339,Kadugondanahalli,Bangalore,West Hyderabad,POINT(77.6215464 13.0207029),2026-02-19 10:39:24.112969,,0,0
340,Kalkere,Bangalore,West Hyderabad,POINT(77.6766779 13.0344453),2026-02-19 10:39:24.112969,,0,0
341,Kammanahalli,Bangalore,West Hyderabad,POINT(77.6382029 13.0148544),2026-02-19 10:39:24.112969,,0,0
342,Kasavanahalli,Bangalore,West Hyderabad,POINT(77.6745075 12.8977737),2026-02-19 10:39:24.112969,,0,0
343,Kempapura,Bangalore,West Hyderabad,POINT(77.6096313 13.0478903),2026-02-19 10:39:24.112969,,0,0
