id,name,city,region,geom,created_at,boundary,school_count,hospital_count
344,Kempapura Agrahara,Bangalore,West Hyderabad,POINT(77.5553763 12.9706228),2026-02-19 10:39:24.112969,,0,0
345,Kengeri,Bangalore,West Hyderabad,POINT(77.4837568 12.9176571),2026-02-19 10:40:26.439916,,0,0
347,Kodigehalli,Bangalore,West Hyderabad,POINT(77.7272835 13.0031666),2026-02-19 10:40:26.439916,,0,0
349,Konadasapura,Bangalore,West Hyderabad,POINT(77.7566409 13.0441926),2026-02-19 10:40:26.439916,,0,0
350,Koralur,Bangalore,West Hyderabad,POINT(77.7844457 12.9973225),2026-02-19 10:40:26.439916,,0,0
351,Krishnarajapura,Bangalore,West Hyderabad,POINT(77.6776703 12.9999024),2026-02-19 10:40:26.439916,,0,0
352,Krishnarajapuram,Bangalore,West Hyderabad,POINT(77.6754561 13.0005461),2026-02-19 10:40:26.439916,,0,0
353,Krishnasagara,Bangalore,West Hyderabad,POINT(77.7461411 12.7836552),2026-02-19 10:40:26.439916,,0,0
354,Kudlu,Bangalore,West Hyderabad,POINT(77.6555716 12.8889126),2026-02-19 10:40:26.439916,,0,0
357,MG Road,Bangalore,West Hyderabad,POINT(77.5995207 12.9752087),2026-02-19 10:40:26.439916,,0,0
358,Madivala,Bangalore,West Hyderabad,POINT(77.6211213 12.9214542),2026-02-19 10:40:26.439916,,0,0
359,Madiwala,Bangalore,West Hyderabad,POINT(77.6177348 12.9218931),2026-02-19 10:40:26.439916,,0,0
360,Mahadevapura,Bangalore,West Hyderabad,POINT(77.6927176 12.9965445),2026-02-19 10:40:26.439916,,0,0
361,Mallasandra,Bangalore,West Hyderabad,POINT(77.5155741 13.0548302),2026-02-19 10:40:26.439916,,0,0
362,Malleshwaram,Bangalore,West Hyderabad,POINT(77.5703253 13.0027353),2026-02-19 10:40:26.439916,,0,0
363,Maragondanahalli,Bangalore,West Hyderabad,POINT(77.6922232 13.0376489),2026-02-19 10:40:26.439916,,0,0
364,Marathahalli,Bangalore,West Hyderabad,POINT(77.6984163 12.9552572),2026-02-19 10:40:26.439916,,0,0
365,Marsur,Bangalore,West Hyderabad,POINT(77.7043732 12.7678915),2026-02-19 10:40:46.370025,,0,0
366,Mathikere,Bangalore,West Hyderabad,POINT(77.5581786 13.0333587),2026-02-19 10:40:46.370025,,0,0
367,NAGONDANAHALLI,Bangalore,West Hyderabad,POINT(77.7703403 12.97516),2026-02-19 10:40:46.370025,,0,0
368,NARAYANAGHATTA,Bangalore,West Hyderabad,POINT(77.7260023 12.8364852),2026-02-19 10:40:46.370025,,0,0
369,Nagawara,Bangalore,West Hyderabad,POINT(77.6312831 13.0529146),2026-02-19 10:40:46.370025,,0,0
370,Nagegowdanapalya,Bangalore,West Hyderabad,POINT(77.5142974 12.8683303),2026-02-19 10:40:46.370025,,0,0
371,Narasapura,Bangalore,West Hyderabad,POINT(77.5587998 13.0721622),2026-02-19 10:40:46.370025,,0,0
372,Neraganahalli,Bangalore,West Hyderabad,POINT(77.6297013 13.2361351),2026-02-19 10:40:46.370025,,0,0
373,Padmanabhanagar,Bangalore,West Hyderabad,POINT(77.5576638 12.9181024),2026-02-19 10:40:46.370025,,0,0
374,Panathur,Bangalore,West Hyderabad,POINT(77.7047541 12.9351457),2026-02-19 10:40:46.370025,,0,0
375,Panathur Main Road,Bangalore,West Hyderabad,POINT(77.6992075 12.938169),2026-02-19 10:40:46.370025,,0,0
378,RMV 2nd Stage,Bangalore,West Hyderabad,POINT(77.5695288 13.0360109),2026-02-19 10:40:46.370025,,0,0
379,RR Nagar,Bangalore,West Hyderabad,POINT(77.5290964 12.9314733),2026-02-19 10:40:46.370025,,0,0
382,Rajanukunte,Bangalore,West Hyderabad,POINT(77.5599986 13.1691299),2026-02-19 10:40:46.370025,,0,0
380,Rajarajeshwari Nagar,Bangalore,West Hyderabad,POINT(77.5162034 12.932582),2026-02-19 10:40:46.370025,,0,0
398,Subramanyapura,Bangalore,West Hyderabad,POINT(77.5321721 12.8992578),2026-02-19 10:41:39.611614,,0,0
399,THUBARAHALLI,Bangalore,West Hyderabad,POINT(77.7213154 12.9547872),2026-02-19 10:41:39.611614,,0,0
400,Thanisandra,Bangalore,West Hyderabad,POINT(77.6316152 13.0522499),2026-02-19 10:41:39.611614,,0,0
401,Thanisandra Main Road,Bangalore,West Hyderabad,POINT(77.6327683 13.0575188),2026-02-19 10:41:39.611614,,0,0
402,Thirupalya,Bangalore,West Hyderabad,POINT(77.6660463 12.821203),2026-02-19 10:41:39.611614,,0,0
403,UTTARAHALLI,Bangalore,West Hyderabad,POINT(77.5455438 12.9055682),2026-02-19 10:41:39.611614,,0,0
404,Upparahalli,Bangalore,West Hyderabad,POINT(77.781011 13.0894702),2026-02-19 10:41:39.611614,,0,0
407,Vajarahalli,Bangalore,West Hyderabad,POINT(77.5448072 12.8775221),2026-02-19 10:42:56.742095,,0,0
408,Veerasandra,Bangalore,West Hyderabad,POINT(77.672764 12.8395868),2026-02-19 10:42:56.742095,,0,0
409,Vignana Kendra,Bangalore,West Hyderabad,POINT(77.5867134 13.0705989),2026-02-19 10:42:56.742095,,0,0
410,Vijayanagar,Bangalore,West Hyderabad,POINT(77.5373851 12.9709537),2026-02-19 10:42:56.742095,,0,0
411,Vijayanagara,Bangalore,West Hyderabad,POINT(77.5374285 12.9709391),2026-02-19 10:42:56.742095,,0,0
412,YALAHANKA,Bangalore,West Hyderabad,POINT(77.5963454 13.1006982),2026-02-19 10:42:56.742095,,0,0
414,Yadavanahalli,Bangalore,West Hyderabad,POINT(77.7412015 12.7822858),2026-02-19 10:42:56.742095,,0,0
415,Yelahanka New Town,Bangalore,West Hyderabad,POINT(77.5811889 13.0978039),2026-02-19 10:42:56.742095,,0,0
416,Yelenahalli,Bangalore,West Hyderabad,POINT(77.6081639 12.8646227),2026-02-19 10:42:56.742095,,0,0
418,ittamadu,Bangalore,West Hyderabad,POINT(77.5418698 12.9233593),2026-02-19 10:42:56.742095,,0,0
419,jakkuru,Bangalore,West Hyderabad,POINT(77.607557 13.0793576),2026-02-19 10:42:56.742095,,0,0
420,marenahalli,Bangalore,West Hyderabad,POINT(77.5916651 12.9182594),2026-02-19 10:42:56.742095,,0,0
77,Devanahalli,Bangalore,West Hyderabad,POINT(77.7134377 13.2483502),2026-02-13 12:14:23.231167,,0,0
78,Doddaballapur Road,Bangalore,West Hyderabad,POINT(77.5821076 13.1060415),2026-02-13 12:14:23.231167,,0,0
79,Dommasandra Circle,Bangalore,West Hyderabad,POINT(77.7521448 12.8831988),2026-02-13 12:14:23.231167,,0,0
82,Electronic City,Bangalore,West Hyderabad,POINT(77.648253 12.8487599),2026-02-13 12:14:23.231167,,0,0
34,Bengaluru Urban,Bangalore,West Hyderabad,POINT(77.5671832 13.0222347),2026-02-13 12:14:22.851857,,0,0
101,Hennur,Bangalore,West Hyderabad,POINT(77.6413572 13.037077),2026-02-13 12:14:23.373264,,0,0
105,ITPL,Bangalore,West Hyderabad,POINT(77.7377329 12.9846295),2026-02-13 12:14:23.434929,,0,0
106,IVC Road,Bangalore,West Hyderabad,POINT(77.6448294 13.2307299),2026-02-13 12:14:23.434929,,0,0
108,Indiranagar,Bangalore,West Hyderabad,POINT(77.6404672 12.9732913),2026-02-13 12:14:23.434929,,0,0
111,JP Nagar,Bangalore,West Hyderabad,POINT(77.5866067 12.9096941),2026-02-13 12:14:23.434929,,0,0
112,Jakkur,Bangalore,West Hyderabad,POINT(77.6068938 13.0784743),2026-02-13 12:14:23.434929,,0,0
120,Kanakapura Road,Bangalore,West Hyderabad,POINT(77.5754045 12.9390978),2026-02-13 12:14:23.486438,,0,0
169,Mysore Road,Bangalore,West Hyderabad,POINT(77.5804711 12.9730088),2026-02-13 12:14:23.778724,,0,0
115,K R Puram,Bangalore,West Hyderabad,POINT(77.6754561 13.0005461),2026-02-13 12:14:23.486438,,0,0
267,Aerospace,Bangalore,West Hyderabad,POINT(77.6517907 12.9637621),2026-02-19 10:36:46.781721,"POLYGON((103.8682604 1.4257782,103.8673831 1.4249611,103.8673831 1.4249611,103.867222 1.424811,103.867222 1.424811,103.8670478 1.4246356,103.8651183 1.4230158,103.8643838 1.4222848,103.8640349 1.4218658,103.863598 1.4211644,103.8620585 1.4185859,103.8616989 1.4176586,103.8615191 1.4168104,103.8614292 1.416064,103.8614742 1.4154534,103.8616141 1.4146134,103.8618151 1.413571,103.8618639 1.4128597,103.8617846 1.4120994,103.8616384 1.4113206,103.8612789 1.410456,103.8608857 1.4097847,103.8602492 1.4090317,103.8596488 1.4085335,103.8560616 1.4060085,103.8555367 1.4055702,103.8550566 1.4048734,103.8548109 1.4041205,103.8547662 1.4033899,103.8548673 1.4026925,103.855302 1.4017702,103.8556352 1.4012318,103.8689203 1.4010319,103.8636929 1.4008971,103.8616138 1.4008845,103.8609716 1.4008929,103.8596347 1.4007846,103.8580744 1.4004984,103.8578318 1.4004624,103.857619 1.4004645,103.8573496 1.4004777,103.857096 1.4005208,103.8568759 1.4005688,103.8567104 1.4006257,103.8564697 1.4007295,103.8560776 1.4009304,103.8557852 1.4011184,103.8556352 1.4012318,103.8689203 1.4010319,103.8688908 1.40274,103.8687658 1.4048491,103.8680464 1.4068637,103.8690786 1.4077136,103.8721438 1.4096338,103.8729258 1.4103578,103.8734262 1.4109244,103.873958 1.4119632,103.8742395 1.4127501,103.8745523 1.4140408,103.8751778 1.4154258,103.87621 1.4166535,103.8770545 1.4174404,103.877336 1.4178182,103.8779843 1.4187714,103.8779843 1.4187714,103.877584 1.4190038,103.8767852 1.4195028,103.8758486 1.4204732,103.8745243 1.4222044,103.8739334 1.4227292,103.8732381 1.423324,103.8726124 1.4237788,103.8714652 1.4245135,103.8682604 1.4257782))",0,0
269,Agrahara,Bangalore,West Hyderabad,POINT(77.6183872 13.0979764),2026-02-19 10:36:46.781721,"POLYGON((77.5362823 13.1070156,77.5379545 13.1047043,77.5381703 13.1044531,77.5381703 13.1044531,77.5381685 13.1044493,77.537116 13.1023865,77.5363829 13.1009982,77.5359625 13.1002708,77.5358647 13.1000226,77.5356419 13.099709,77.5355094 13.0992256,77.5354284 13.0990803,77.5353332 13.0987428,77.5352094 13.0983555,77.5351655 13.0982176,77.535126 13.0979134,77.5350182 13.0965947,77.5350002 13.0962052,77.5255836 13.1025084,77.5260631 13.1021064,77.5260754 13.1019204,77.5261274 13.101877,77.5262634 13.1011074,77.5263727 13.1008978,77.526376 13.1008944,77.5265078 13.1007603,77.5266348 13.100632,77.5266615 13.1006068,77.526688 13.1005819,77.5266869 13.1005796,77.5268956 13.1003707,77.5270403 13.1003693,77.5272085 13.1003676,77.5272197 13.1003621,77.5276499 13.1001542,77.5278659 13.1000971,77.5275696 13.0995424,77.5275322 13.0994718,77.5276412 13.0994108,77.528111 13.0991394,77.5282325 13.0990881,77.529166 13.0986958,77.5291849 13.0986878,77.5292852 13.0986497,77.5298368 13.0984497,77.5299357 13.0984141,77.5299996 13.0983979,77.5301429 13.0983392,77.5302431 13.0982959,77.5306586 13.0981527,77.5308214 13.0980967,77.5308438 13.0980889,77.5309222 13.0980536,77.5310222 13.0980265,77.5313977 13.0978662,77.5321222 13.0976153,77.5321732 13.0975976,77.5323047 13.097552,77.5327659 13.0974197,77.5339157 13.0969578,77.5349169 13.0962766,77.5350002 13.0962052,77.5255836 13.1025084,77.5258732 13.1029643,77.5267252 13.1043216,77.5270234 13.1048604,77.527096 13.1049938,77.5276106 13.1058788,77.5278563 13.1062281,77.5280469 13.1064282,77.5280909 13.1064744,77.5281651 13.1065024,77.5281839 13.1065339,77.5283749 13.1066136,77.5284385 13.1066056,77.5285161 13.106635,77.530734 13.1068388,77.5313872 13.1069175,77.5315037 13.1069156,77.5315946 13.1069291,77.5317909 13.1069109,77.5325277 13.1068428,77.5325721 13.1068367,77.5329917 13.1068381,77.5331197 13.10683,77.5332477 13.1068339,77.534048 13.1068763,77.5361426 13.1068539,77.5361811 13.1069928,77.5361811 13.1069928,77.5362389 13.1069959,77.5362823 13.1070156))",0,0
306,Doddaballapura,Bangalore,West Hyderabad,POINT(77.54 13.294),2026-02-19 10:38:37.967380,,0,0
325,Honnenahalli,Bangalore,West Hyderabad,POINT(77.61 13.05),2026-02-19 10:39:24.112969,,0,0
348,Kodigenahalli,Bangalore,West Hyderabad,POINT(77.59 13.105),2026-02-19 10:40:26.439916,,0,0
355,Kurubarakunte,Bangalore,West Hyderabad,POINT(77.689 12.953),2026-02-19 10:40:26.439916,,0,0
384,Ramanagara Town,Bangalore,West Hyderabad,POINT(77.2805 12.7253),2026-02-19 10:40:46.370025,,0,0
417,Yeshwanthapura,Bangalore,West Hyderabad,POINT(77.551 13.023),2026-02-19 10:42:56.742095,,0,0
203,Rampally,Hyderabad,West Hyderabad,POINT(78.6489825 17.4644896),2026-02-13 12:14:23.913496,"POLYGON((78.6480415 17.4636799,78.6487093 17.463275,78.6500336 17.4635611,78.648964 17.4652994,78.6480415 17.4636799))",0,0
206,Saidabad,Hyderabad,West Hyderabad,POINT(78.5147979 17.359533),2026-02-13 12:14:23.964694,"POLYGON((78.496662 17.3499619,78.498888 17.3503142,78.5006936 17.350497,78.5007032 17.3504978,78.5007033 17.3504978,78.5008274 17.3503007,78.5015319 17.349182,78.5020675 17.3489305,78.5020676 17.3489306,78.5025053 17.3492457,78.503485 17.349951,78.5053255 17.3491825,78.5057536 17.3490038,78.5068917 17.3485285,78.507102 17.3490344,78.5082045 17.3495488,78.5082286 17.3495494,78.5098842 17.3495875,78.5099625 17.3495893,78.5120443 17.3499132,78.5120992 17.3499251,78.5140312 17.3503429,78.5142277 17.3505472,78.5145942 17.3509282,78.5148982 17.3512443,78.5151752 17.3515287,78.5161926 17.3522646,78.5168901 17.3528468,78.5180212 17.3537911,78.5189343 17.3545947,78.520406 17.3552574,78.5210548 17.357586,78.5208115 17.3584661,78.5201146 17.3609875,78.5200073 17.3621549,78.5191759 17.3634807,78.517322 17.3652257,78.5150992 17.3656663,78.5118003 17.3655138,78.5106786 17.365462,78.5105134 17.3663541,78.5104651 17.3702196,78.5105911 17.371784,78.5107714 17.3740214,78.5109307 17.3759989,78.5107789 17.3771221,78.5105874 17.3785382,78.5101243 17.3799263,78.5090381 17.3785495,78.5084337 17.3771473,78.5081443 17.3758252,78.5081615 17.3757195,78.5083907 17.3743088,78.5082668 17.3728076,78.5081656 17.3725379,78.507591 17.3710063,78.5065949 17.3698645,78.5033428 17.3689957,78.501625 17.3686779,78.5001721 17.368409,78.5000261 17.3683812,78.4991863 17.3682213,78.4991863 17.3682212,78.4994451 17.366148,78.4995132 17.3656024,78.4973115 17.364427,78.4973115 17.3644268,78.4981701 17.3615927,78.4992726 17.3579537,78.4989706 17.357865,78.4973305 17.3573834,78.4974269 17.3559965,78.4975037 17.3548922,78.497568 17.3539684,78.496662 17.3499619))",0,0
134,Kompally,Hyderabad,West Hyderabad,POINT(78.5096979 17.5354868),2026-02-13 12:14:23.618653,,0,0
232,Turkayamjal,Hyderabad,West Hyderabad,POINT(78.5885165 17.2877936),2026-02-13 12:14:24.083674,,0,0
211,Secunderabad,Hyderabad,West Hyderabad,POINT(78.5006827 17.4337246),2026-02-13 12:14:23.964694,"POLYGON((78.51949804591594 17.43395990587844,78.51918415547615 17.430431819436148,78.51815928927853 17.427030306619972,78.51646287006353 17.423886079711323,78.51416011845235 17.421119956745596,78.51133954227619 17.418838220498888,78.5081095330918 17.41712853680373,78.50459420100508 17.416056588640267,78.50092860782816 17.415663554892248,78.4972535813551 17.41596453021653,78.49371030933929 17.416947946393815,78.49043492002654 17.41857601718098,78.487553256556 17.42078618952441,78.48517604517549 17.423493545498765,78.48339464230091 17.426594062958664,78.48227752351958 17.429968610006576,78.48186764949398 17.43348752023382,78.48218081038686 17.437015573357193,78.483205013131 17.44041719021056,78.48490093599067 17.443561642673764,78.4872034339103 17.446328078372787,78.49002403768093 17.448610166920755,78.49325435154485 17.45032018885044,78.49677021901145 17.45139240968855,78.5004364967619 17.451785609039092,78.50411225278198 17.451484667033714,78.50765618825135 17.450501146819207,78.51093207391938 17.448872850477432,78.5138139910814 17.44666236540066,78.51619117486729 17.44395465712506,78.51797227306228 17.440853801430677,78.51908885646374 17.43747898170816,78.51949804591594 17.43395990587844))",0,0
213,Serilingampally,Hyderabad,West Hyderabad,POINT(78.340421 17.4667166),2026-02-13 12:14:23.964694,,0,0
3,HITEC City,Hyderabad,West Hyderabad,POINT(78.3831376 17.4490055),2025-12-25 18:48:04.444138,"POLYGON((78.4019527856749 17.449252115933582,78.40164120067669 17.445724139977298,78.40061855677466 17.44232229903295,78.398924191502 17.439177318212913,78.3966232468204 17.436410044669202,78.39380416143064 17.434126805439323,78.39057526989782 17.432415324054226,78.38706063961972 17.43134135242131,78.38339530558814 17.430946146955517,78.37972008567262 17.431244885504274,78.37617617497396 17.432226085541966,78.37289972608814 17.43385204576933,78.37001662260099 17.436060294096073,78.36763764579057 17.43876598649025,78.36585421961873 17.441865164797225,78.36473489718425 17.44523874873919,78.36432272368467 17.44875710914867,78.3646335776157 17.452285047139007,78.36565555465175 17.45568698823302,78.36734941878382 17.458832192071455,78.36965010434439 17.46159977754978,78.37246921208147 17.463883370141268,78.37569840402789 17.465595192518883,78.37921356705058 17.466669440862184,78.38287958505225 17.467064816629573,78.38655553603505 17.466766116046752,78.39010011359979 17.46578481585935,78.39337706362618 17.46415863261354,78.39626042623428 17.461950072352156,78.39863938069722 17.459244026596362,78.40042250645537 17.456144507296923,78.40154129614528 17.452770646644627,78.4019527856749 17.449252115933582))",0,0
40,Annojiguda,Hyderabad,West Hyderabad,POINT(78.6530604 17.4319258),2026-02-13 12:14:22.851857,,0,0
41,Appa Junction,Hyderabad,West Hyderabad,POINT(78.3647623 17.4385133),2026-02-13 12:14:22.851857,,0,0
239,Yapral,Hyderabad,West Hyderabad,POINT(78.5407976 17.5030543),2026-02-13 12:14:24.138873,"POLYGON((78.55962063996927 17.503286707076295,78.55930603005841 17.49975859427678,78.5582801767786 17.496357167554592,78.5565825409113 17.493213135760076,78.55427838986087 17.49044730930936,78.55145628518174 17.488165959482387,78.548224677038 17.486456737195834,78.5447077367949 17.485385307677515,78.54104058785036 17.484992829907714,78.5373641175766 17.485294377249385,78.53381956903979 17.486278359606175,78.53054311943367 17.48790696909951,78.52766065261578 17.490117632094698,78.52528292576244 17.49282541191218,78.52350131523087 17.495926270184547,78.52238430477624 17.499301061937757,78.52197485111287 17.502820111331513,78.52228872845853 17.50634819266253,78.52331391638495 17.509749725575393,78.5250110554046 17.51289398505322,78.52731495375373 17.515660126017146,78.53013708834943 17.51794182930546,78.53336900447307 17.519651390190198,78.53688648387227 17.52072309189505,78.5405543210675 17.52111573400176,78.54423152390659 17.52081421812858,78.54777673779688 17.519830129581067,78.5510536842506 17.51820129240438,78.55393640376968 17.51599031489595,78.55631410070633 17.513282181617125,78.55809540325792 17.510180984746604,78.55921187455648 17.50680592080693,78.55962063996927 17.503286707076295))",0,0
84,Gandamguda,Hyderabad,West Hyderabad,POINT(78.3848563 17.3605912),2026-02-13 12:14:23.307323,,0,0
89,Gopanpally,Hyderabad,West Hyderabad,POINT(78.3177798 17.4364868),2026-02-13 12:14:23.307323,,0,0
36,Adibatla,Hyderabad,West Hyderabad,POINT(78.5558997 17.230899),2026-02-13 12:14:22.851857,,0,0
39,Ameenpur,Hyderabad,West Hyderabad,POINT(78.3317297 17.5236905),2026-02-13 12:14:22.851857,,0,0
43,Ashok Nagar,Hyderabad,West Hyderabad,POINT(78.5818227 17.4479673),2026-02-13 12:14:22.851857,,0,0
68,Chegur,Hyderabad,West Hyderabad,POINT(78.250879 17.1548623),2026-02-13 12:14:23.172908,,0,0
97,Hakimpet,Hyderabad,West Hyderabad,POINT(78.4050926 17.4098051),2026-02-13 12:14:23.373264,,0,0
91,Gundlapochampally,Hyderabad,West Hyderabad,POINT(78.480271 17.568913),2026-02-13 12:14:23.307323,,0,0
44,Attapur,Hyderabad,West Hyderabad,POINT(78.4307278 17.3672244),2026-02-13 12:14:23.042416,,0,0
238,Yamnampet,Hyderabad,West Hyderabad,POINT(78.6620951 17.4515216),2026-02-13 12:14:24.138873,"POLYGON((78.66588 17.455868,78.6661912 17.4558248,78.6662422 17.4561433,78.6659366 17.4561865,78.66588 17.455868))",0,0
47,Bacharam,Hyderabad,West Hyderabad,POINT(78.6899614 17.3940741),2026-02-13 12:14:23.042416,,0,0
73,Chitkul,Hyderabad,West Hyderabad,POINT(78.2227607 17.5574271),2026-02-13 12:14:23.172908,,0,0
80,Dulapally,Hyderabad,West Hyderabad,POINT(78.4668466 17.5467126),2026-02-13 12:14:23.231167,,0,0
98,Hastinapuram,Hyderabad,West Hyderabad,POINT(78.5542145 17.3291354),2026-02-13 12:14:23.373264,,0,0
35,Abids,Hyderabad,West Hyderabad,POINT(78.477182 17.3894783),2026-02-13 12:14:22.851857,,0,0
56,Begumpet,Hyderabad,West Hyderabad,POINT(78.463016 17.446195),2026-02-13 12:14:23.107527,,0,0
62,Bolarum,Hyderabad,West Hyderabad,POINT(78.5155062 17.529823),2026-02-13 12:14:23.107527,,0,0
63,Bollaram,Hyderabad,West Hyderabad,POINT(78.3530366 17.5542504),2026-02-13 12:14:23.107527,,0,0
64,Bowrampet,Hyderabad,West Hyderabad,POINT(78.3982185 17.5610356),2026-02-13 12:14:23.172908,,0,0
67,Chandanagar,Hyderabad,West Hyderabad,POINT(78.3246428 17.4936092),2026-02-13 12:14:23.172908,,0,0
69,Chengicherla,Hyderabad,West Hyderabad,POINT(78.6066091 17.4329342),2026-02-13 12:14:23.172908,,0,0
72,Chiryala,Hyderabad,West Hyderabad,POINT(78.6279076 17.5199382),2026-02-13 12:14:23.172908,,0,0
88,Gollur,Hyderabad,West Hyderabad,POINT(78.3613036 17.154006),2026-02-13 12:14:23.307323,,0,0
90,Gowdavalli,Hyderabad,West Hyderabad,POINT(78.4683703 17.6107583),2026-02-13 12:14:23.307323,,0,0
95,Habsiguda,Hyderabad,West Hyderabad,POINT(78.5426918 17.4154761),2026-02-13 12:14:23.373264,,0,0
96,Hafeezpet,Hyderabad,West Hyderabad,POINT(78.3611316 17.4834409),2026-02-13 12:14:23.373264,,0,0
133,Kollur,Hyderabad,West Hyderabad,POINT(78.2515963 17.4444668),2026-02-13 12:14:23.555039,,0,0
85,Gandimaisamma,Hyderabad,West Hyderabad,POINT(78.4661749 17.5449708),2026-02-13 12:14:23.307323,,0,0
94,Madhapur,Hyderabad,West Hyderabad,POINT(78.4022018 17.4495464),2026-02-13 12:14:23.373264,,0,0
42,Appa Junction,Hyderabad,West Hyderabad,POINT(78.3561213 17.3524334),2026-02-13 12:14:22.851857,,0,0
66,Budvel,Hyderabad,West Hyderabad,POINT(78.3926573 17.3187641),2026-02-13 12:14:23.172908,,0,0
99,Hayathnagar,Hyderabad,West Hyderabad,POINT(78.6045399 17.3281147),2026-02-13 12:14:23.373264,,0,0
242,Yousufguda,Hyderabad,West Hyderabad,POINT(78.4279866 17.4387499),2026-02-13 12:14:24.138873,"POLYGON((78.44680140228107 17.438992139082018,78.44648893247916 17.435464118827866,78.445465452769 17.43206240337692,78.44377033271903 17.428917712937306,78.4414687431855 17.42615088345106,78.43864914752974 17.423868224878554,78.43541989981395 17.42215743846452,78.43190508103746 17.42108424947326,78.42823973338835 17.420689884333804,78.42456467525811 17.420989488703448,78.42102109557504 17.42197154688354,78.41774513429871 17.423598324678483,78.41486265638736 17.425807318630195,78.41248441919933 17.428513656065075,78.4107018183853 17.43161335401185,78.4095833754125 17.434987312159052,78.40917210172887 17.43850588686814,78.40948384125228 17.44203387091389,78.41050665557947 17.445435687949225,78.41220127644047 17.44858060230072,78.41450260897605 17.451347743937788,78.4173222289505 17.453630755377937,78.42055177859933 17.455341881655542,78.42406713095673 17.456415345765127,78.42773316260165 17.456809879393386,78.43140895101051 17.456510311232133,78.43495319607663 17.455528151467615,78.4382296565419 17.453901149760732,78.44111239145111 17.451691843658164,78.44349060432033 17.448985153355647,78.44527290320121 17.44588511554535,78.44639081259317 17.442510882279873,78.44680140228107 17.438992139082018))",0,0
109,Injapur,Hyderabad,West Hyderabad,POINT(78.58961529999999 17.305797),2026-02-13 12:14:23.434929,,0,0
116,Kachiguda,Hyderabad,West Hyderabad,POINT(78.4921296 17.3893582),2026-02-13 12:14:23.486438,,0,0
135,Kongara Kalan,Hyderabad,West Hyderabad,POINT(78.5463125 17.2144375),2026-02-13 12:14:23.618653,,0,0
141,Krishnareddypet,Hyderabad,West Hyderabad,POINT(78.2841363 17.5528002),2026-02-13 12:14:23.618653,,0,0
147,Madeenaguda,Hyderabad,West Hyderabad,POINT(78.33720319999999 17.4936679),2026-02-13 12:14:23.678313,,0,0
154,Mangalpalli,Hyderabad,West Hyderabad,POINT(78.6063594 17.2260625),2026-02-13 12:14:23.730606,,0,0
123,Kandukur,Hyderabad,West Hyderabad,POINT(78.488948 17.0643887),2026-02-13 12:14:23.486438,,0,0
138,Kothapet,Hyderabad,West Hyderabad,POINT(78.540604 17.3750102),2026-02-13 12:14:23.618653,,0,0
156,Manneguda,Hyderabad,West Hyderabad,POINT(78.7165877 17.2238257),2026-02-13 12:14:23.730606,,0,0
157,Mansanpally,Hyderabad,West Hyderabad,POINT(78.392777 17.1388079),2026-02-13 12:14:23.730606,,0,0
161,Meerpet,Hyderabad,West Hyderabad,POINT(78.5715499 17.4546432),2026-02-13 12:14:23.730606,,0,0
162,Mehdipatnam,Hyderabad,West Hyderabad,POINT(78.4342514 17.3942627),2026-02-13 12:14:23.730606,,0,0
163,Miyapur,Hyderabad,West Hyderabad,POINT(78.3567628 17.4981608),2026-02-13 12:14:23.730606,,0,0
194,Peerzadiguda,Hyderabad,West Hyderabad,POINT(78.5815697 17.4013579),2026-02-13 12:14:23.913496,,0,0
197,Pragathi Nagar,Hyderabad,West Hyderabad,POINT(78.3968876 17.5200154),2026-02-13 12:14:23.913496,,0,0
198,Puppalaguda,Hyderabad,West Hyderabad,POINT(78.3861689 17.3999951),2026-02-13 12:14:23.913496,,0,0
168,Muthangi,Hyderabad,West Hyderabad,POINT(78.3665115 17.5626032),2026-02-13 12:14:23.778724,,0,0
220,Shankarpally,Hyderabad,West Hyderabad,POINT(78.1310146 17.4567289),2026-02-13 12:14:24.042048,,0,0
223,Suraram,Hyderabad,West Hyderabad,POINT(78.4186386 17.5360946),2026-02-13 12:14:24.042048,,0,0
180,Neopolis,Hyderabad,West Hyderabad,POINT(78.31150339999999 17.406826),2026-02-13 12:14:23.830655,,0,0
191,Patighanpur,Hyderabad,West Hyderabad,POINT(78.24528269999999 17.5124205),2026-02-13 12:14:23.874730,,0,0
195,Pocharam,Hyderabad,West Hyderabad,POINT(78.6446875 17.4329375),2026-02-13 12:14:23.913496,,0,0
196,Podur,Hyderabad,West Hyderabad,POINT(78.53587 17.5928617),2026-02-13 12:14:23.913496,,0,0
204,Rudraram,Hyderabad,West Hyderabad,POINT(78.3456609 17.4645419),2026-02-13 12:14:23.964694,,0,0
132,Kokapet,Hyderabad,West Hyderabad,POINT(78.3365214 17.3948624),2026-02-13 12:14:23.555039,,0,0
137,Kothaguda,Hyderabad,West Hyderabad,POINT(78.3638803 17.458705),2026-02-13 12:14:23.618653,,0,0
139,Kothur,Hyderabad,West Hyderabad,POINT(78.2886922 17.1486076),2026-02-13 12:14:23.618653,,0,0
152,Mamidipally,Hyderabad,West Hyderabad,POINT(78.4514373 17.2492953),2026-02-13 12:14:23.678313,,0,0
153,Manchirevula,Hyderabad,West Hyderabad,POINT(78.3537878 17.3769679),2026-02-13 12:14:23.678313,,0,0
155,Manikonda,Hyderabad,West Hyderabad,POINT(78.3766148 17.4037073),2026-02-13 12:14:23.730606,,0,0
